Operation,Runtime (s),CPU Energy (J),GPU Energy (J),Output Token Limit,Input Token Size,Iteration,Model Name,Number of GPUs,Prompt,Output Token Size,Batch Size,System Name,GPU Memory (MB)
inference-A-34,9.831125974655151,36.45848158,66.68754834999999,64,8,34,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-35,9.585522890090942,31.031780749999996,66.39012523,64,8,35,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-36,9.820342063903809,38.789218559999995,65.10158227999999,64,8,36,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-37,9.808326959609985,40.30239545000001,65.76105652,64,8,37,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-38,9.56761121749878,29.66926701,63.608740890000014,64,8,38,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-39,9.596556186676025,27.995887839999995,64.79615025999999,64,8,39,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-40,9.547369003295898,30.230225990000015,63.827200950000005,64,8,40,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-41,9.56830096244812,26.18334557,64.31033472000001,64,8,41,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-42,9.54327917098999,28.930596339999997,64.24248073,64,8,42,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-43,9.546435832977295,25.012628970000005,64.22381749,64,8,43,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-44,9.571905136108398,28.195060469999994,63.975427290000006,64,8,44,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-45,9.555937051773071,29.89463338,64.07367868000001,64,8,45,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-46,9.5636568069458,31.484647019999997,64.03976651,64,8,46,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-47,9.55850601196289,27.230569889999998,64.96494428,64,8,47,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-48,9.791049003601074,36.03938897999999,66.84073606,64,8,48,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-49,9.570693969726562,27.990384730000002,65.25012231000001,64,8,49,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-50,9.556165933609009,34.13572338,64.80532962000001,64,8,50,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-51,10.060550928115845,42.433521680000005,67.98013207,64,8,51,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-52,9.567052602767944,35.62990004,65.25930878,64,8,52,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-53,9.553950786590576,27.989716939999997,64.08617976,64,8,53,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-54,9.548954010009766,26.45284202,64.46049259,64,8,54,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-55,9.58431601524353,33.7965504,64.97296331,64,8,55,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-56,9.575294971466064,26.64456221000001,63.678245849999996,64,8,56,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-57,9.76762580871582,32.02785531000001,65.40412706000001,64,8,57,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-58,9.800035238265991,31.2881979,65.74737146,64,8,58,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-59,9.554498672485352,29.58335924,63.39886656999999,64,8,59,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-60,9.556232929229736,28.15526856999999,63.48343024,64,8,60,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-61,9.529474020004272,28.003920700000005,62.76000528,64,8,61,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-62,9.54044795036316,27.53948864,63.20813955000001,64,8,62,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-63,9.50043272972107,28.6026028,62.961512070000005,64,8,63,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-64,9.538501024246216,30.025278090000004,63.33015468000001,64,8,64,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-65,9.527287244796753,30.207116830000004,64.59194426,64,8,65,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-66,9.522759914398193,26.243286410000007,63.43310533999998,64,8,66,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-67,9.493175029754639,24.090950050000004,62.99278040000001,64,8,67,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-68,9.532809019088745,26.275367490000004,63.39171548,64,8,68,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-69,9.509358167648315,26.443286930000003,62.73564594000001,64,8,69,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-70,9.497852802276611,26.626297609999998,63.09710212999999,64,8,70,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-71,4.893893003463745,11.825598650000002,19.67806562,64,8,71,Mistral-7B-v0.1,1,What is the capital of France?,28,32,M1-Pro,14324.515625
inference-A-72,9.721734046936035,29.2243111,63.95451243,64,8,72,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-73,9.765040874481201,28.844779629999994,65.13834256999999,64,8,73,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-74,9.537504196166992,27.8784391,63.184912350000005,64,8,74,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-75,9.502869129180908,29.07495839,63.19926645000001,64,8,75,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-76,9.751924991607666,31.536492019999997,65.46766418,64,8,76,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-77,9.51648211479187,23.782675940000004,62.88248060999999,64,8,77,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-78,9.736515998840332,26.40804146,64.28752718999999,64,8,78,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-79,9.532639026641846,26.35700151,62.24897826,64,8,79,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-80,9.745865106582642,31.976388819999993,64.7495736,64,8,80,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-81,9.502012014389038,28.97963027,62.49424977999999,64,8,81,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-82,9.4842529296875,26.254746109999992,63.014619770000024,64,8,82,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-83,9.52344799041748,26.466503940000003,62.863736639999985,64,8,83,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-84,9.73290491104126,28.170021610000003,65.07223995,64,8,84,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-85,9.694249153137207,27.954035689999998,64.29938190000001,64,8,85,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-86,9.506201028823853,25.810472430000004,63.05574933999999,64,8,86,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-87,9.707215070724487,27.677251750000003,64.66366843,64,8,87,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-88,9.692565202713013,40.463472689999996,64.07098247,64,8,88,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-89,9.685462951660156,41.46583124,64.58867764,64,8,89,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-90,9.689332962036133,36.75436476999999,63.87345533,64,8,90,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-91,9.692668914794922,31.823926080000007,63.409596060000005,64,8,91,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-92,9.737291097640991,32.537394060000004,64.52931836,64,8,92,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-93,9.686864852905273,32.09264781000001,63.507132049999996,64,8,93,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-94,9.658354759216309,39.6404826,65.19310399,64,8,94,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-95,9.47327208518982,26.781230449999992,62.65863437000001,64,8,95,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-96,9.46931004524231,24.826647300000005,62.88613088000002,64,8,96,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-97,9.468533039093018,24.07990382,62.34899990000001,64,8,97,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-98,9.462397336959839,24.62766952,62.53941684,64,8,98,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-99,9.44983696937561,24.219861769999998,62.46639799999999,64,8,99,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-100,9.459272146224976,24.213936630000003,62.13552698,64,8,100,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-101,9.44566798210144,24.64693475,62.13667609,64,8,101,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-102,9.69247317314148,28.020689649999998,64.11614540999999,64,8,102,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-103,9.453403234481812,26.650343810000003,62.593070009999984,64,8,103,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-104,9.680920839309692,31.430527369999997,63.19969566999998,64,8,104,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-105,9.90232801437378,46.44828836,65.75700122000002,64,8,105,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-106,9.679877042770386,38.04324337,63.830180909999996,64,8,106,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-107,9.680451154708862,38.42605151999998,64.23256542,64,8,107,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-108,9.676761150360107,35.17682802,64.10677923,64,8,108,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-109,9.692904949188232,41.72506799,63.69277121999999,64,8,109,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-110,9.697051048278809,38.191559919999996,64.30395301,64,8,110,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-111,9.695378303527832,36.15796831,64.86502352999999,64,8,111,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-112,9.706793069839478,34.787971940000006,64.78704637,64,8,112,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-113,9.676768064498901,38.55581518,64.06709357000001,64,8,113,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-114,9.694880723953247,30.003511219999996,64.29397672000002,64,8,114,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-115,9.642015933990479,32.05884791,63.43077773999998,64,8,115,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-116,9.64126205444336,32.90633475999999,63.988781620000005,64,8,116,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-117,9.641057014465332,32.51567999,64.36428286,64,8,117,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-118,9.668523073196411,33.01873239,63.248795220000005,64,8,118,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-119,9.913424015045166,39.765463690000004,65.57862337,64,8,119,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-120,9.643656015396118,32.702675570000004,64.45982492,64,8,120,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-121,9.680763959884644,34.35877239999999,63.908499070000005,64,8,121,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-122,9.688345909118652,34.14503284,64.59244441,64,8,122,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-123,9.65664291381836,38.773083760000006,64.80819981,64,8,123,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-124,9.68850326538086,34.793031340000006,65.23911738,64,8,124,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
load model,17.460350275039673,135.47891018999997,0.5424687800000001,512,0,0,Mistral-7B-v0.1,1,,0,32,M1-Pro,14324.515625
inference-A-0,144.0276539325714,663.1949696600001,720.1586992300004,512,8,0,Mistral-7B-v0.1,1,What is the capital of France?,520,32,M1-Pro,14324.515625
inference-A-1,90.7965669631958,475.5060331200002,747.6776064799997,512,8,1,Mistral-7B-v0.1,1,What is the capital of France?,520,32,M1-Pro,14324.515625
inference-A-2,89.8518579006195,414.77422328,742.27134325,512,8,2,Mistral-7B-v0.1,1,What is the capital of France?,520,32,M1-Pro,14324.515625
inference-A-3,94.8580071926117,410.66027533000005,728.6350659200008,512,8,3,Mistral-7B-v0.1,1,What is the capital of France?,520,32,M1-Pro,14324.515625
inference-A-4,90.466726064682,409.4344226200002,732.87323654,512,8,4,Mistral-7B-v0.1,1,What is the capital of France?,520,32,M1-Pro,14324.515625
inference-A-5,89.78254985809326,379.41019032999986,732.2298983699997,512,8,5,Mistral-7B-v0.1,1,What is the capital of France?,520,32,M1-Pro,14324.515625
inference-A-6,90.65482020378113,507.0876122600004,744.7020655899997,512,8,6,Mistral-7B-v0.1,1,What is the capital of France?,520,32,M1-Pro,14324.515625
load model,12.933470964431763,116.79059151362189,1.01859516,512,0,0,Mistral-7B-v0.1,1,,0,32,M1-Pro,14324.515625
inference-A-0,147.7443540096283,431.0986351044844,734.7795915199999,512,8,0,Mistral-7B-v0.1,1,What is the capital of France?,520,32,M1-Pro,14324.515625
inference-A-1,95.43779492378235,231.73104595649545,770.896889680001,512,8,1,Mistral-7B-v0.1,1,What is the capital of France?,520,32,M1-Pro,14324.515625
inference-A-2,92.53212809562683,237.1122638213617,735.1214241600009,512,8,2,Mistral-7B-v0.1,1,What is the capital of France?,520,32,M1-Pro,14324.515625
inference-A-3,85.34525895118713,219.31785798265037,739.3784798700002,512,8,3,Mistral-7B-v0.1,1,What is the capital of France?,520,32,M1-Pro,14324.515625
inference-A-4,62.28110694885254,165.02537746710013,532.4432112499999,512,8,4,Mistral-7B-v0.1,1,What is the capital of France?,406,32,M1-Pro,14324.515625
inference-A-5,87.6756899356842,222.08911080223268,757.5073176400005,512,8,5,Mistral-7B-v0.1,1,What is the capital of France?,520,32,M1-Pro,14324.515625
load model,18.252557039260864,129.86042704775357,1.8163915999999998,512,0,0,Mistral-7B-v0.1,1,,0,32,M1-Pro,13658.4921875
load model,14.246354818344116,103.75263946043839,1.2183150899999997,64,0,0,Mistral-7B-v0.1,1,,0,32,M1-Pro,14324.515625
inference-A-0,16.934338092803955,40.67687045647885,64.95654677999998,64,8,0,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-1,9.739989995956421,21.616232550746574,64.29641446,64,8,1,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-2,9.703224182128906,22.007471234493128,64.97416331,64,8,2,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-3,9.691417217254639,22.29777406263582,64.30260708,64,8,3,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-4,9.664005041122437,22.706601767042212,64.35547106,64,8,4,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
inference-A-5,10.206054925918579,23.7594372464901,67.12989148,64,8,5,Mistral-7B-v0.1,1,What is the capital of France?,72,32,M1-Pro,14324.515625
